Territorio_Code,Indicatore_Code,TipoVolontariato_Code,Anno,Valore,AmpiezzaFamiglia_Code,RisorseEconomiche_Code,Sesso_Code,AnniAttivita_Code,TipoAttivita_Code,TitoloStudio_Code,CondizioneLavorativa_Code,Eta_Code
IT,HAUA_15,DIRVOL,2023,8.5,N3,ALL,,,,,,
IT,HAUA_15,DIRVOL,2013,13.7,N4,ALL,,,,,,
IT,HAUA_15,DIRVOL,2023,9.9,N4,ALL,,,,,,
IT,HAUA_15,DIRVOL,2013,12.5,N5_GE,ALL,,,,,,
IT,HAUA_15,DIRVOL,2023,9.2,N5_GE,ALL,,,,,,
IT,HAUA_15,DIRVOL,2013,20.3,TOT,1,,,,,,
IT,HAUA_15,DIRVOL,2023,14.4,TOT,1,,,,,,
IT,HAUA_15,DIRVOL,2013,14.5,TOT,2,,,,,,
IT,HAUA_15,DIRVOL,2023,10.4,TOT,2,,,,,,
IT,HAUA_15,DIRVOL,2013,16.5,TOT,3,,,,,,
IT,HAUA_15,DIRVOL,2023,12.0,TOT,3,,,,,,
IT,HAUA_15,DIRVOL,2013,23.7,TOT,4,,,,,,
IT,HAUA_15,DIRVOL,2023,11.7,TOT,4,,,,,,
IT,HAUA_15,DIRVOL,2013,16.0,TOT,ALL,,,,,,
IT,HAUA_15,DIRVOL,2023,11.0,TOT,ALL,,,,,,
IT,HAUA_15,ORGVOL,2013,19.7,N1,ALL,,,,,,
IT,HAUA_15,ORGVOL,2023,19.2,N1,ALL,,,,,,
IT,HAUA_15,ORGVOL,2013,24.5,N2,ALL,,,,,,
IT,HAUA_15,ORGVOL,2023,21.5,N2,ALL,,,,,,
IT,HAUA_15,ORGVOL,2013,17.6,N3,ALL,,,,,,
IT,HAUA_15,ORGVOL,2023,14.7,N3,ALL,,,,,,
IT,HAUA_15,ORGVOL,2013,15.3,N4,ALL,,,,,,
IT,HAUA_15,ORGVOL,2023,16.3,N4,ALL,,,,,,
IT,HAUA_15,ORGVOL,2013,14.6,N5_GE,ALL,,,,,,
IT,HAUA_15,ORGVOL,2023,12.8,N5_GE,ALL,,,,,,
IT,HAUA_15,ORGVOL,2013,25.0,TOT,1,,,,,,
IT,HAUA_15,ORGVOL,2023,17.3,TOT,1,,,,,,
IT,HAUA_15,ORGVOL,2013,19.0,TOT,2,,,,,,
IT,HAUA_15,ORGVOL,2023,18.2,TOT,2,,,,,,
IT,HAUA_15,ORGVOL,2013,17.4,TOT,3,,,,,,
IT,HAUA_15,ORGVOL,2023,15.9,TOT,3,,,,,,
IT,HAUA_15,ORGVOL,2013,21.3,TOT,4,,,,,,
IT,HAUA_15,ORGVOL,2023,21.6,TOT,4,,,,,,
IT,HAUA_15,ORGVOL,2013,18.7,TOT,ALL,,,,,,
IT,HAUA_15,ORGVOL,2023,17.8,TOT,ALL,,,,,,
IT,HAUA_15,TOTAL,2013,22.5,N1,ALL,,,,,,
IT,HAUA_15,TOTAL,2023,19.0,N1,ALL,,,,,,
IT,HAUA_15,TOTAL,2013,23.8,N2,ALL,,,,,,
IT,HAUA_15,TOTAL,2023,21.7,N2,ALL,,,,,,
IT,HAUA_15,TOTAL,2013,16.4,N3,ALL,,,,,,
IT,HAUA_15,TOTAL,2023,15.1,N3,ALL,,,,,,
IT,HAUA_15,TOTAL,2013,16.1,N4,ALL,,,,,,
IT,HAUA_15,TOTAL,2023,16.3,N4,ALL,,,,,,
IT,HAUA_15,TOTAL,2013,14.6,N5_GE,ALL,,,,,,
IT,HAUA_15,TOTAL,2023,13.3,N5_GE,ALL,,,,,,
IT,HAUA_15,TOTAL,2013,26.0,TOT,1,,,,,,
IT,HAUA_15,TOTAL,2023,19.2,TOT,1,,,,,,
IT,HAUA_15,TOTAL,2013,18.7,TOT,2,,,,,,
IT,HAUA_15,TOTAL,2023,18.2,TOT,2,,,,,,
IT,HAUA_15,TOTAL,2013,18.2,TOT,3,,,,,,
IT,HAUA_15,TOTAL,2023,16.8,TOT,3,,,,,,
IT,HAUA_15,TOTAL,2013,24.6,TOT,4,,,,,,
IT,HAUA_15,TOTAL,2023,17.1,TOT,4,,,,,,
IT,HAUA_15,TOTAL,2013,19.0,TOT,ALL,,,,,,
IT,HAUA_15,TOTAL,2023,18.0,TOT,ALL,,,,,,
IT,PGE15_UAAV,DIRVOL,2013,480.0,,,1.0,Y_UN1,,,,
IT,PGE15_UAAV,DIRVOL,2023,169.0,,,1.0,Y_UN1,,,,
IT,PGE15_UAAV,DIRVOL,2013,164.0,,,1.0,Y1-2,,,,
IT,PGE15_UAAV,DIRVOL,2023,116.0,,,1.0,Y1-2,,,,
IT,PGE15_UAAV,DIRVOL,2013,253.0,,,1.0,Y3-4,,,,
IT,PGE15_UAAV,DIRVOL,2023,142.0,,,1.0,Y3-4,,,,
IT,PGE15_UAAV,DIRVOL,2013,154.0,,,1.0,Y5-9,,,,
IT,PGE15_UAAV,DIRVOL,2023,147.0,,,1.0,Y5-9,,,,
IT,PGE15_UAAV,DIRVOL,2013,383.0,,,1.0,Y_GE10,,,,
IT,PGE15_UAAV,DIRVOL,2023,346.0,,,1.0,Y_GE10,,,,
IT,PGE15_UAAV,DIRVOL,2023,265.0,,,1.0,OCCAS,,,,
IT,PGE15_UAAV,DIRVOL,2013,1433.0,,,1.0,TOTAL,,,,
IT,PGE15_UAAV,DIRVOL,2023,1186.0,,,1.0,TOTAL,,,,
IT,PGE15_UAAV,DIRVOL,2013,593.0,,,2.0,Y_UN1,,,,
IT,PGE15_UAAV,DIRVOL,2023,214.0,,,2.0,Y_UN1,,,,
IT,PGE15_UAAV,DIRVOL,2013,238.0,,,2.0,Y1-2,,,,
IT,PGE15_UAAV,DIRVOL,2023,140.0,,,2.0,Y1-2,,,,
IT,PGE15_UAAV,DIRVOL,2013,216.0,,,2.0,Y3-4,,,,
IT,PGE15_UAAV,DIRVOL,2023,168.0,,,2.0,Y3-4,,,,
IT,PGE15_UAAV,DIRVOL,2013,243.0,,,2.0,Y5-9,,,,
IT,PGE15_UAAV,DIRVOL,2023,190.0,,,2.0,Y5-9,,,,
IT,PGE15_UAAV,DIRVOL,2013,292.0,,,2.0,Y_GE10,,,,
IT,PGE15_UAAV,DIRVOL,2023,407.0,,,2.0,Y_GE10,,,,
IT,PGE15_UAAV,DIRVOL,2023,222.0,,,2.0,OCCAS,,,,
IT,PGE15_UAAV,DIRVOL,2013,1583.0,,,2.0,TOTAL,,,,
IT,PGE15_UAAV,DIRVOL,2023,1341.0,,,2.0,TOTAL,,,,
IT,PGE15_UAAV,DIRVOL,2013,1073.0,,,9.0,Y_UN1,,,,
IT,PGE15_UAAV,DIRVOL,2023,384.0,,,9.0,Y_UN1,,,,
IT,PGE15_UAAV,DIRVOL,2013,402.0,,,9.0,Y1-2,,,,
IT,PGE15_UAAV,DIRVOL,2023,256.0,,,9.0,Y1-2,,,,
IT,PGE15_UAAV,DIRVOL,2013,469.0,,,9.0,Y3-4,,,,
IT,PGE15_UAAV,DIRVOL,2023,310.0,,,9.0,Y3-4,,,,
IT,PGE15_UAAV,DIRVOL,2013,397.0,,,9.0,Y5-9,,,,
IT,PGE15_UAAV,DIRVOL,2023,337.0,,,9.0,Y5-9,,,,
IT,PGE15_UAAV,DIRVOL,2013,675.0,,,9.0,Y_GE10,,,,
IT,PGE15_UAAV,DIRVOL,2023,753.0,,,9.0,Y_GE10,,,,
IT,PGE15_UAAV,DIRVOL,2023,487.0,,,9.0,OCCAS,,,,
IT,PGE15_UAAV,DIRVOL,2013,3016.0,,,9.0,TOTAL,,,,
IT,PGE15_UAAV,DIRVOL,2023,2526.0,,,9.0,TOTAL,,,,
IT,PGE15_UAAV,ORGVOL,2013,222.0,,,1.0,Y_UN1,,,,
IT,PGE15_UAAV,ORGVOL,2023,173.0,,,1.0,Y_UN1,,,,
IT,PGE15_UAAV,ORGVOL,2013,262.0,,,1.0,Y1-2,,,,
IT,PGE15_UAAV,ORGVOL,2023,176.0,,,1.0,Y1-2,,,,
IT,PGE15_UAAV,ORGVOL,2013,429.0,,,1.0,Y3-4,,,,
IT,PGE15_UAAV,ORGVOL,2023,192.0,,,1.0,Y3-4,,,,
IT,PGE15_UAAV,ORGVOL,2013,416.0,,,1.0,Y5-9,,,,
IT,PGE15_UAAV,ORGVOL,2023,347.0,,,1.0,Y5-9,,,,
IT,PGE15_UAAV,ORGVOL,2013,894.0,,,1.0,Y_GE10,,,,
IT,PGE15_UAAV,ORGVOL,2023,721.0,,,1.0,Y_GE10,,,,
IT,PGE15_UAAV,ORGVOL,2023,39.0,,,1.0,OCCAS,,,,
IT,PGE15_UAAV,ORGVOL,2013,2223.0,,,1.0,TOTAL,,,,
IT,PGE15_UAAV,ORGVOL,2023,1647.0,,,1.0,TOTAL,,,,
IT,PGE15_UAAV,ORGVOL,2013,240.0,,,2.0,Y_UN1,,,,
IT,PGE15_UAAV,ORGVOL,2023,229.0,,,2.0,Y_UN1,,,,
IT,PGE15_UAAV,ORGVOL,2013,233.0,,,2.0,Y1-2,,,,
IT,PGE15_UAAV,ORGVOL,2023,223.0,,,2.0,Y1-2,,,,
IT,PGE15_UAAV,ORGVOL,2013,349.0,,,2.0,Y3-4,,,,
IT,PGE15_UAAV,ORGVOL,2023,223.0,,,2.0,Y3-4,,,,
IT,PGE15_UAAV,ORGVOL,2013,425.0,,,2.0,Y5-9,,,,
IT,PGE15_UAAV,ORGVOL,2023,316.0,,,2.0,Y5-9,,,,
IT,PGE15_UAAV,ORGVOL,2013,653.0,,,2.0,Y_GE10,,,,
IT,PGE15_UAAV,ORGVOL,2023,486.0,,,2.0,Y_GE10,,,,
IT,PGE15_UAAV,ORGVOL,2023,50.0,,,2.0,OCCAS,,,,
IT,PGE15_UAAV,ORGVOL,2013,1900.0,,,2.0,TOTAL,,,,
IT,PGE15_UAAV,ORGVOL,2023,1527.0,,,2.0,TOTAL,,,,
IT,PGE15_UAAV,ORGVOL,2013,462.0,,,9.0,Y_UN1,,,,
IT,PGE15_UAAV,ORGVOL,2023,402.0,,,9.0,Y_UN1,,,,
IT,PGE15_UAAV,ORGVOL,2013,495.0,,,9.0,Y1-2,,,,
IT,PGE15_UAAV,ORGVOL,2023,399.0,,,9.0,Y1-2,,,,
IT,PGE15_UAAV,ORGVOL,2013,778.0,,,9.0,Y3-4,,,,
IT,PGE15_UAAV,ORGVOL,2023,415.0,,,9.0,Y3-4,,,,
IT,PGE15_UAAV,ORGVOL,2013,841.0,,,9.0,Y5-9,,,,
IT,PGE15_UAAV,ORGVOL,2023,662.0,,,9.0,Y5-9,,,,
IT,PGE15_UAAV,ORGVOL,2013,1546.0,,,9.0,Y_GE10,,,,
IT,PGE15_UAAV,ORGVOL,2023,1207.0,,,9.0,Y_GE10,,,,
IT,PGE15_UAAV,ORGVOL,2023,89.0,,,9.0,OCCAS,,,,
IT,PGE15_UAAV,ORGVOL,2013,4123.0,,,9.0,TOTAL,,,,
IT,PGE15_UAAV,ORGVOL,2023,3175.0,,,9.0,TOTAL,,,,
IT,PGE15_UAPV,DIRVOL,2013,33.5,,,1.0,Y_UN1,,,,
IT,PGE15_UAPV,DIRVOL,2023,14.3,,,1.0,Y_UN1,,,,
IT,PGE15_UAPV,DIRVOL,2013,11.4,,,1.0,Y1-2,,,,
IT,PGE15_UAPV,DIRVOL,2023,9.8,,,1.0,Y1-2,,,,
IT,PGE15_UAPV,DIRVOL,2013,17.6,,,1.0,Y3-4,,,,
IT,PGE15_UAPV,DIRVOL,2023,11.9,,,1.0,Y3-4,,,,
IT,PGE15_UAPV,DIRVOL,2013,10.7,,,1.0,Y5-9,,,,
IT,PGE15_UAPV,DIRVOL,2023,12.4,,,1.0,Y5-9,,,,
IT,PGE15_UAPV,DIRVOL,2013,26.7,,,1.0,Y_GE10,,,,
IT,PGE15_UAPV,DIRVOL,2023,29.2,,,1.0,Y_GE10,,,,
IT,PGE15_UAPV,DIRVOL,2023,22.4,,,1.0,OCCAS,,,,
IT,PGE15_UAPV,DIRVOL,2013,5.7,,,1.0,TOTAL,,,,
IT,PGE15_UAPV,DIRVOL,2023,4.8,,,1.0,TOTAL,,,,
IT,PGE15_UAPV,DIRVOL,2013,37.5,,,2.0,Y_UN1,,,,
IT,PGE15_UAPV,DIRVOL,2023,16.0,,,2.0,Y_UN1,,,,
IT,PGE15_UAPV,DIRVOL,2013,15.0,,,2.0,Y1-2,,,,
IT,PGE15_UAPV,DIRVOL,2023,10.4,,,2.0,Y1-2,,,,
IT,PGE15_UAPV,DIRVOL,2013,13.7,,,2.0,Y3-4,,,,
IT,PGE15_UAPV,DIRVOL,2023,12.5,,,2.0,Y3-4,,,,
IT,PGE15_UAPV,DIRVOL,2013,15.4,,,2.0,Y5-9,,,,
IT,PGE15_UAPV,DIRVOL,2023,14.2,,,2.0,Y5-9,,,,
IT,PGE15_UAPV,DIRVOL,2013,18.5,,,2.0,Y_GE10,,,,
IT,PGE15_UAPV,DIRVOL,2023,30.3,,,2.0,Y_GE10,,,,
IT,PGE15_UAPV,DIRVOL,2023,16.6,,,2.0,OCCAS,,,,
IT,PGE15_UAPV,DIRVOL,2013,5.9,,,2.0,TOTAL,,,,
IT,PGE15_UAPV,DIRVOL,2023,5.1,,,2.0,TOTAL,,,,
IT,PGE15_UAPV,DIRVOL,2013,35.6,,,9.0,Y_UN1,,,,
IT,PGE15_UAPV,DIRVOL,2023,15.2,,,9.0,Y_UN1,,,,
IT,PGE15_UAPV,DIRVOL,2013,13.3,,,9.0,Y1-2,,,,
IT,PGE15_UAPV,DIRVOL,2023,10.1,,,9.0,Y1-2,,,,
IT,PGE15_UAPV,DIRVOL,2013,15.6,,,9.0,Y3-4,,,,
IT,PGE15_UAPV,DIRVOL,2023,12.3,,,9.0,Y3-4,,,,
IT,PGE15_UAPV,DIRVOL,2013,13.2,,,9.0,Y5-9,,,,
IT,PGE15_UAPV,DIRVOL,2023,13.3,,,9.0,Y5-9,,,,
IT,PGE15_UAPV,DIRVOL,2013,22.4,,,9.0,Y_GE10,,,,
IT,PGE15_UAPV,DIRVOL,2023,29.8,,,9.0,Y_GE10,,,,
IT,PGE15_UAPV,DIRVOL,2023,19.3,,,9.0,OCCAS,,,,
IT,PGE15_UAPV,DIRVOL,2013,5.8,,,9.0,TOTAL,,,,
IT,PGE15_UAPV,DIRVOL,2023,4.9,,,9.0,TOTAL,,,,
IT,PGE15_UAPV,ORGVOL,2013,10.0,,,1.0,Y_UN1,,,,
IT,PGE15_UAPV,ORGVOL,2023,10.5,,,1.0,Y_UN1,,,,
IT,PGE15_UAPV,ORGVOL,2013,11.8,,,1.0,Y1-2,,,,
IT,PGE15_UAPV,ORGVOL,2023,10.7,,,1.0,Y1-2,,,,
IT,PGE15_UAPV,ORGVOL,2013,19.3,,,1.0,Y3-4,,,,
IT,PGE15_UAPV,ORGVOL,2023,11.6,,,1.0,Y3-4,,,,
IT,PGE15_UAPV,ORGVOL,2013,18.7,,,1.0,Y5-9,,,,
IT,PGE15_UAPV,ORGVOL,2023,21.0,,,1.0,Y5-9,,,,
IT,PGE15_UAPV,ORGVOL,2013,40.2,,,1.0,Y_GE10,,,,
IT,PGE15_UAPV,ORGVOL,2023,43.8,,,1.0,Y_GE10,,,,
IT,PGE15_UAPV,ORGVOL,2023,2.4,,,1.0,OCCAS,,,,
IT,PGE15_UAPV,ORGVOL,2013,8.9,,,1.0,TOTAL,,,,
IT,PGE15_UAPV,ORGVOL,2023,6.6,,,1.0,TOTAL,,,,
IT,PGE15_UAPV,ORGVOL,2013,12.6,,,2.0,Y_UN1,,,,
IT,PGE15_UAPV,ORGVOL,2023,15.0,,,2.0,Y_UN1,,,,
IT,PGE15_UAPV,ORGVOL,2013,12.3,,,2.0,Y1-2,,,,
IT,PGE15_UAPV,ORGVOL,2023,14.6,,,2.0,Y1-2,,,,
IT,PGE15_UAPV,ORGVOL,2013,18.4,,,2.0,Y3-4,,,,
IT,PGE15_UAPV,ORGVOL,2023,14.6,,,2.0,Y3-4,,,,
IT,PGE15_UAPV,ORGVOL,2013,22.4,,,2.0,Y5-9,,,,
IT,PGE15_UAPV,ORGVOL,2023,20.7,,,2.0,Y5-9,,,,
IT,PGE15_UAPV,ORGVOL,2013,34.3,,,2.0,Y_GE10,,,,
IT,PGE15_UAPV,ORGVOL,2023,31.8,,,2.0,Y_GE10,,,,
IT,PGE15_UAPV,ORGVOL,2023,3.3,,,2.0,OCCAS,,,,
IT,PGE15_UAPV,ORGVOL,2013,7.0,,,2.0,TOTAL,,,,
IT,PGE15_UAPV,ORGVOL,2023,5.8,,,2.0,TOTAL,,,,
IT,PGE15_UAPV,ORGVOL,2013,11.2,,,9.0,Y_UN1,,,,
IT,PGE15_UAPV,ORGVOL,2023,12.6,,,9.0,Y_UN1,,,,
IT,PGE15_UAPV,ORGVOL,2013,12.0,,,9.0,Y1-2,,,,
IT,PGE15_UAPV,ORGVOL,2023,12.6,,,9.0,Y1-2,,,,
IT,PGE15_UAPV,ORGVOL,2013,18.9,,,9.0,Y3-4,,,,
IT,PGE15_UAPV,ORGVOL,2023,13.1,,,9.0,Y3-4,,,,
IT,PGE15_UAPV,ORGVOL,2013,20.4,,,9.0,Y5-9,,,,
IT,PGE15_UAPV,ORGVOL,2023,20.9,,,9.0,Y5-9,,,,
IT,PGE15_UAPV,ORGVOL,2013,37.5,,,9.0,Y_GE10,,,,
IT,PGE15_UAPV,ORGVOL,2023,38.0,,,9.0,Y_GE10,,,,
IT,PGE15_UAPV,ORGVOL,2023,2.8,,,9.0,OCCAS,,,,
IT,PGE15_UAPV,ORGVOL,2013,7.9,,,9.0,TOTAL,,,,
IT,PGE15_UAPV,ORGVOL,2023,6.2,,,9.0,TOTAL,,,,
IT,HUA_15,DIRVOL,2013,20946.0,,,1.0,TOTAL,,,,
IT,HUA_15,DIRVOL,2023,12397.0,,,1.0,TOTAL,,,,
IT,HUA_15,DIRVOL,2013,27289.0,,,2.0,TOTAL,,,,
IT,HUA_15,DIRVOL,2023,15295.0,,,2.0,TOTAL,,,,
IT,HUA_15,DIRVOL,2013,16078.0,,,9.0,Y_UN1,,,,
IT,HUA_15,DIRVOL,2023,4880.0,,,9.0,Y_UN1,,,,
IT,HUA_15,DIRVOL,2013,5139.0,,,9.0,Y1-2,,,,
IT,HUA_15,DIRVOL,2023,2824.0,,,9.0,Y1-2,,,,
IT,HUA_15,DIRVOL,2013,6037.0,,,9.0,Y3-4,,,,
IT,HUA_15,DIRVOL,2023,3744.0,,,9.0,Y3-4,,,,
IT,HUA_15,DIRVOL,2013,7567.0,,,9.0,Y5-9,,,,
IT,HUA_15,DIRVOL,2023,3614.0,,,9.0,Y5-9,,,,
IT,HUA_15,DIRVOL,2013,13415.0,,,9.0,Y_GE10,,,,
IT,HUA_15,DIRVOL,2023,9189.0,,,9.0,Y_GE10,,,,
IT,HUA_15,DIRVOL,2023,3441.0,,,9.0,OCCAS,,,,
IT,HUA_15,DIRVOL,2013,48236.0,,,9.0,TOTAL,,,,
IT,HUA_15,DIRVOL,2023,27692.0,,,9.0,TOTAL,,,,
IT,HUA_15,ORGVOL,2013,42352.0,,,1.0,TOTAL,,,,
IT,HUA_15,ORGVOL,2023,29667.0,,,1.0,TOTAL,,,,
IT,HUA_15,ORGVOL,2013,34702.0,,,2.0,TOTAL,,,,
IT,HUA_15,ORGVOL,2023,26917.0,,,2.0,TOTAL,,,,
IT,HUA_15,ORGVOL,2013,6137.0,,,9.0,Y_UN1,,,,
IT,HUA_15,ORGVOL,2023,5002.0,,,9.0,Y_UN1,,,,
IT,HUA_15,ORGVOL,2013,8369.0,,,9.0,Y1-2,,,,
IT,HUA_15,ORGVOL,2023,6555.0,,,9.0,Y1-2,,,,
IT,HUA_15,ORGVOL,2013,13000.0,,,9.0,Y3-4,,,,
IT,HUA_15,ORGVOL,2023,8706.0,,,9.0,Y3-4,,,,
IT,HUA_15,ORGVOL,2013,15601.0,,,9.0,Y5-9,,,,
IT,HUA_15,ORGVOL,2023,12027.0,,,9.0,Y5-9,,,,
IT,HUA_15,ORGVOL,2013,33947.0,,,9.0,Y_GE10,,,,
IT,HUA_15,ORGVOL,2023,23477.0,,,9.0,Y_GE10,,,,
IT,HUA_15,ORGVOL,2023,818.0,,,9.0,OCCAS,,,,
IT,HUA_15,ORGVOL,2013,77053.0,,,9.0,TOTAL,,,,
IT,HUA_15,ORGVOL,2023,56585.0,,,9.0,TOTAL,,,,
IT,HAUA_15,DIRVOL,2013,14.6,,,1.0,TOTAL,,,,
IT,HAUA_15,DIRVOL,2023,10.5,,,1.0,TOTAL,,,,
IT,HAUA_15,DIRVOL,2013,17.2,,,2.0,TOTAL,,,,
IT,HAUA_15,DIRVOL,2023,11.4,,,2.0,TOTAL,,,,
IT,HAUA_15,DIRVOL,2013,15.0,,,9.0,Y_UN1,,,,
IT,HAUA_15,DIRVOL,2023,12.7,,,9.0,Y_UN1,,,,
IT,HAUA_15,DIRVOL,2013,12.8,,,9.0,Y1-2,,,,
IT,HAUA_15,DIRVOL,2023,11.0,,,9.0,Y1-2,,,,
IT,HAUA_15,DIRVOL,2013,12.9,,,9.0,Y3-4,,,,
IT,HAUA_15,DIRVOL,2023,12.1,,,9.0,Y3-4,,,,
IT,HAUA_15,DIRVOL,2013,19.1,,,9.0,Y5-9,,,,
IT,HAUA_15,DIRVOL,2023,10.7,,,9.0,Y5-9,,,,
IT,HAUA_15,DIRVOL,2013,19.9,,,9.0,Y_GE10,,,,
IT,HAUA_15,DIRVOL,2023,12.2,,,9.0,Y_GE10,,,,
IT,HAUA_15,DIRVOL,2023,7.1,,,9.0,OCCAS,,,,
IT,HAUA_15,DIRVOL,2013,16.0,,,9.0,TOTAL,,,,
IT,HAUA_15,DIRVOL,2023,11.0,,,9.0,TOTAL,,,,
IT,HAUA_15,ORGVOL,2013,19.1,,,1.0,TOTAL,,,,
IT,HAUA_15,ORGVOL,2023,18.0,,,1.0,TOTAL,,,,
IT,HAUA_15,ORGVOL,2013,18.3,,,2.0,TOTAL,,,,
IT,HAUA_15,ORGVOL,2023,17.6,,,2.0,TOTAL,,,,
IT,HAUA_15,ORGVOL,2013,13.3,,,9.0,Y_UN1,,,,
IT,HAUA_15,ORGVOL,2023,12.5,,,9.0,Y_UN1,,,,
IT,HAUA_15,ORGVOL,2013,16.9,,,9.0,Y1-2,,,,
IT,HAUA_15,ORGVOL,2023,16.4,,,9.0,Y1-2,,,,
IT,HAUA_15,ORGVOL,2013,16.7,,,9.0,Y3-4,,,,
IT,HAUA_15,ORGVOL,2023,21.0,,,9.0,Y3-4,,,,
IT,HAUA_15,ORGVOL,2013,18.5,,,9.0,Y5-9,,,,
IT,HAUA_15,ORGVOL,2023,18.2,,,9.0,Y5-9,,,,
IT,HAUA_15,ORGVOL,2013,22.0,,,9.0,Y_GE10,,,,
IT,HAUA_15,ORGVOL,2023,19.4,,,9.0,Y_GE10,,,,
IT,HAUA_15,ORGVOL,2023,9.2,,,9.0,OCCAS,,,,
IT,HAUA_15,ORGVOL,2013,18.7,,,9.0,TOTAL,,,,
IT,HAUA_15,ORGVOL,2023,17.8,,,9.0,TOTAL,,,,
IT,PGE15_UAAV,DIRVOL,2013,19.0,,,1.0,,101.0,,,
IT,PGE15_UAAV,DIRVOL,2013,118.0,,,1.0,,102.0,,,
IT,PGE15_UAAV,DIRVOL,2023,111.0,,,1.0,,102.0,,,
IT,PGE15_UAAV,DIRVOL,2013,283.0,,,1.0,,103.0,,,
IT,PGE15_UAAV,DIRVOL,2023,302.0,,,1.0,,103.0,,,
IT,PGE15_UAAV,DIRVOL,2013,95.0,,,1.0,,201.0,,,
IT,PGE15_UAAV,DIRVOL,2023,43.0,,,1.0,,201.0,,,
IT,PGE15_UAAV,DIRVOL,2013,471.0,,,1.0,,202.0,,,
IT,PGE15_UAAV,DIRVOL,2023,202.0,,,1.0,,202.0,,,
IT,PGE15_UAAV,DIRVOL,2013,101.0,,,1.0,,301.0,,,
IT,PGE15_UAAV,DIRVOL,2023,57.0,,,1.0,,301.0,,,
IT,PGE15_UAAV,DIRVOL,2013,49.0,,,1.0,,302.0,,,
IT,PGE15_UAAV,DIRVOL,2023,64.0,,,1.0,,302.0,,,
IT,PGE15_UAAV,DIRVOL,2013,234.0,,,1.0,,40.0,,,
IT,PGE15_UAAV,DIRVOL,2023,313.0,,,1.0,,40.0,,,
IT,PGE15_UAAV,DIRVOL,2013,1433.0,,,1.0,,99.0,,,
IT,PGE15_UAAV,DIRVOL,2023,1186.0,,,1.0,,99.0,,,
IT,PGE15_UAAV,DIRVOL,2013,63.0,,,1.0,,60.0,,,
IT,PGE15_UAAV,DIRVOL,2023,89.0,,,1.0,,60.0,,,
IT,PGE15_UAAV,DIRVOL,2013,18.0,,,2.0,,101.0,,,
IT,PGE15_UAAV,DIRVOL,2013,104.0,,,2.0,,102.0,,,
IT,PGE15_UAAV,DIRVOL,2023,105.0,,,2.0,,102.0,,,
IT,PGE15_UAAV,DIRVOL,2013,202.0,,,2.0,,103.0,,,
IT,PGE15_UAAV,DIRVOL,2023,387.0,,,2.0,,103.0,,,
IT,PGE15_UAAV,DIRVOL,2013,70.0,,,2.0,,201.0,,,
IT,PGE15_UAAV,DIRVOL,2023,70.0,,,2.0,,201.0,,,
IT,PGE15_UAAV,DIRVOL,2013,864.0,,,2.0,,202.0,,,
IT,PGE15_UAAV,DIRVOL,2023,387.0,,,2.0,,202.0,,,
IT,PGE15_UAAV,DIRVOL,2013,21.0,,,2.0,,301.0,,,
IT,PGE15_UAAV,DIRVOL,2023,10.0,,,2.0,,301.0,,,
IT,PGE15_UAAV,DIRVOL,2013,22.0,,,2.0,,302.0,,,
IT,PGE15_UAAV,DIRVOL,2023,14.0,,,2.0,,302.0,,,
IT,PGE15_UAAV,DIRVOL,2013,253.0,,,2.0,,40.0,,,
IT,PGE15_UAAV,DIRVOL,2023,347.0,,,2.0,,40.0,,,
IT,PGE15_UAAV,DIRVOL,2013,1583.0,,,2.0,,99.0,,,
IT,PGE15_UAAV,DIRVOL,2023,1341.0,,,2.0,,99.0,,,
IT,PGE15_UAAV,DIRVOL,2013,30.0,,,2.0,,60.0,,,
IT,PGE15_UAAV,DIRVOL,2023,15.0,,,2.0,,60.0,,,
IT,PGE15_UAAV,DIRVOL,2013,37.0,,,9.0,,101.0,,,
IT,PGE15_UAAV,DIRVOL,2013,222.0,,,9.0,,102.0,,,
IT,PGE15_UAAV,DIRVOL,2023,215.0,,,9.0,,102.0,,,
IT,PGE15_UAAV,DIRVOL,2013,484.0,,,9.0,,103.0,,,
IT,PGE15_UAAV,DIRVOL,2023,689.0,,,9.0,,103.0,,,
IT,PGE15_UAAV,DIRVOL,2013,165.0,,,9.0,,201.0,,,
IT,PGE15_UAAV,DIRVOL,2023,113.0,,,9.0,,201.0,,,
IT,PGE15_UAAV,DIRVOL,2013,1335.0,,,9.0,,202.0,,,
IT,PGE15_UAAV,DIRVOL,2023,590.0,,,9.0,,202.0,,,
IT,PGE15_UAAV,DIRVOL,2013,122.0,,,9.0,,301.0,,,
IT,PGE15_UAAV,DIRVOL,2023,67.0,,,9.0,,301.0,,,
IT,PGE15_UAAV,DIRVOL,2013,72.0,,,9.0,,302.0,,,
IT,PGE15_UAAV,DIRVOL,2023,78.0,,,9.0,,302.0,,,
IT,PGE15_UAAV,DIRVOL,2013,486.0,,,9.0,,40.0,,,
IT,PGE15_UAAV,DIRVOL,2023,660.0,,,9.0,,40.0,,,
IT,PGE15_UAAV,DIRVOL,2013,3016.0,,,9.0,,99.0,,,
IT,PGE15_UAAV,DIRVOL,2023,2526.0,,,9.0,,99.0,,,
IT,PGE15_UAAV,DIRVOL,2013,93.0,,,9.0,,60.0,,,
IT,PGE15_UAAV,DIRVOL,2023,104.0,,,9.0,,60.0,,,
